id,grup,kurs_kodu,baseline_anket_tarihi,cinsiyet,dogum_yili,baseline_calisma_durumu_son_4hafta,baseline_calisma_durumu_20_saat,baseline_sgk_kaydi,baseline_calisma_saat_ort,baseline_calisma_aylik_gelir_ort,takip_tamamlama,takip_anket_tarihi,takip_calisma_durumu_son_4hafta,takip_calisma_durumu_20_saat,takip_sgk_kaydi,takip_calisma_saat_ort,takip_calisma_aylik_gelir_ort,kurs_yeni_yetenekler_ogretti,kurs_mevcut_yeteneklerimi_sertifikaladi,kurs_is_bulma_stratejileri_ogretti,kursu_kim_verdi,sgk_ocak_2012,sgk_agu_2013,sgk_agu_2013_gelir,kurs_tamamlama_durumu,kursa_katilim_gun_sayisi,CP_c12,CP_c13
68096022,1,68096,2010-12-10,Male,1988,No,,No,60.0,500.0,1.0,01/03/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,0.0,1.0,1173.5,Yes,57.0,,
67288001,2,67288,2010-11-12,Male,1977,No,,Yes,70.0,1800.0,1.0,27/02/2012,Yes,Yes,Yes,60.0,1500.0,course did this,course did this,course did this,ISKUR,1.0,1.0,2100.0,,,,
65984117,1,65984,2010-10-12,Female,1978,No,,,,,1.0,09/02/2012,No,,No,45.0,300.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
65434030,1,65434,2010-09-27,Male,1988,No,,No,91.0,480.0,1.0,02/02/2012,Yes,Yes,Yes,70.0,1600.0,,,,,0.0,0.0,0.0,No,,,
64343024,1,64343,2010-10-06,Female,1991,No,,Yes,55.0,750.0,1.0,09/02/2012,No,,Yes,60.0,750.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,32.0,,
66382010,2,66382,2010-10-15,Male,1988,No,,No,63.0,700.0,1.0,22/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
67032046,1,67032,2010-11-26,Female,1983,No,,No,80.0,500.0,1.0,27/02/2012,No,,Yes,72.0,600.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,50.0,,
67799047,1,67799,2010-12-21,Female,1988,No,,No,60.0,600.0,1.0,21/02/2012,Yes,No,,,,course did this,course did not do this,course did this,"Government (MoNE, Universities)",1.0,0.0,0.0,Yes,7.0,,
67700049,1,67700,2010-12-24,Male,1989,No,,,,,1.0,31/01/2012,Yes,No,,,,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,48.0,,
65293033,1,65293,2010-09-28,Female,1972,No,,,,,1.0,27/01/2012,Yes,Yes,Yes,66.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1056.3,Yes,30.0,,
64262022,2,64262,2010-12-03,Female,1964,No,,,,,1.0,13/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65358041,2,65358,2011-01-06,Female,1990,No,,,,,1.0,31/01/2012,No,,,,,course did this,course did this,course did not do this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
67289035,2,67289,2010-12-27,Female,1985,No,,,,,1.0,10/02/2012,Yes,Yes,Yes,60.0,700.0,,,,,0.0,1.0,1678.54,,,,
65984109,1,65984,2010-10-13,Female,1968,No,,,,,1.0,14/01/2012,No,,,,,course did not do this,course did not do this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
64263036,1,64263,2010-11-09,Female,1987,No,,,,,1.0,30/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
64330020,2,64330,2010-10-13,Male,1986,No,,Yes,48.0,620.0,1.0,15/02/2012,Yes,No,,,,,,,,1.0,1.0,1123.65,,,,
67826022,2,67826,2010-12-21,Female,1965,Yes,No,Yes,72.0,9999.0,1.0,29/12/2011,No,,Yes,77.0,99999.0,course did this,course did not do this,course did this,ISKUR,1.0,1.0,1021.5,,,,
67579023,2,67579,2010-12-05,Male,1988,No,,No,45.0,500.0,1.0,07/01/2012,Yes,Yes,Yes,32.0,900.0,,,,,1.0,1.0,1300.17,,,,
66382041,1,66382,2010-10-18,Male,1990,No,,,,,1.0,02/02/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
64281031,1,64281,2010-11-02,Female,1987,Yes,No,No,80.0,800.0,1.0,28/01/2012,No,,Yes,54.0,630.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1159.55,Yes,77.0,,
64209031,1,64209,2010-10-21,Female,1977,No,,Yes,60.0,450.0,1.0,21/01/2012,Yes,Yes,Yes,25.0,700.0,course did not do this,course did this,course did this,ISKUR,0.0,1.0,1055.55,Yes,99.0,,
64281003,2,64281,2010-11-01,Female,1984,No,,No,55.0,100.0,1.0,10/02/2012,No,,Yes,51.0,1100.0,,,,,0.0,0.0,0.0,,,,
65882008,2,65882,2010-11-26,Female,1983,No,,Yes,25.0,800.0,1.0,20/02/2012,Yes,Yes,Yes,48.0,700.0,,,,,1.0,1.0,1404.91,,,,
68158034,2,68158,2010-12-10,Female,1984,No,,,,,1.0,13/02/2012,No,,,,,course did this,course did this,course did this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
64337012,2,64337,2010-10-30,  Female ,1975,No,,,,,1.0,13/01/2012,No,,No,35.0,99999.0,,,,,0.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
64352031,1,64352,2010-11-23,Female,1979,No,,,,,1.0,16/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,31.0,,
64281030,1,64281,2010-11-01,Female,1990,No,,No,48.0,1200.0,1.0,15/02/2012,No,,Yes,48.0,400.0,,,,,0.0,0.0,0.0,No,,,
64357065,1,64357,2010-12-06,Female,1977,No,,No,65.0,700.0,1.0,03/03/2012,Yes,Yes,Yes,60.0,700.0,course did not do this,course did not do this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,35.0,,
64284005,2,64284,2010-11-03,Male,1977,No,,No,60.0,700.0,1.0,20/02/2012,No,,No,56.0,700.0,,,,,0.0,1.0,1021.5,,,,
65042037,1,65042,2010-10-04,Female,1970,No,,No,48.0,600.0,1.0,06/02/2012,Yes,Yes,Yes,50.0,950.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1735.57,Yes,64.0,,
67034035,2,67034,2010-10-28,Female,1986,No,,Yes,49.0,1100.0,1.0,10/02/2012,No,,Yes,60.0,750.0,,,,,1.0,1.0,1021.5,,,,
66837041,1,66837,2010-11-04,Male,1977,No,,Yes,72.0,700.0,1.0,03/02/2012,Yes,Yes,Yes,48.0,700.0,course did this,course did this,course did this,99.0,1.0,1.0,1021.5,Yes,80.0,,
67803043,1,67803,2010-12-14,Male,1982,Yes,No,Yes,56.0,900.0,1.0,23/01/2012,Yes,Yes,No,54.0,1250.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,88.0,,
65988038,1,65988,2010-10-20,Female,1981,No,,Yes,54.0,900.0,1.0,21/02/2012,No,,Yes,40.0,99999.0,course did this,course did this,course did this,ISKUR,1.0,1.0,987.45,Yes,54.0,,
64273028,1,64273,2010-10-15,Female,1988,No,,,,,1.0,30/01/2012,Yes,Yes,Yes,60.0,650.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,33.0,,
64352023,1,64352,2010-10-06,Male,1982,Yes,No,Yes,48.0,650.0,1.0,16/02/2012,No,,No,40.0,400.0,course did this,course did not do this,course did this,ISKUR,0.0,0.0,0.0,Yes,30.0,,
64337020,2,64337,2010-10-01,Female,1987,No,,No,72.0,330.0,1.0,28/02/2012,No,,No,84.0,300.0,,,,,0.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
64329014,2,64329,2010-09-29,Male,1983,No,,No,72.0,300.0,1.0,16/02/2012,No,,Yes,40.0,700.0,,,,,1.0,1.0,1025.0,,,,
61177034,1,61177,2010-10-21,Male,1988,No,,No,60.0,450.0,1.0,07/02/2012,No,,Yes,50.0,750.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1120.0,Yes,23.0,,
66303029,1,66303,2010-11-26,Female,1976,No,,Yes,90.0,600.0,1.0,16/02/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,30.0,,
65987024,1,65987,2010-10-20,Female,1986,No,,Yes,48.0,700.0,1.0,21/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,53.0,,
67843033,1,67843,2010-12-27,Male,1992,No,,No,60.0,400.0,1.0,17/02/2012,Yes,Yes,No,50.0,1000.0,course did this,course did this,course did this,ISKUR,0.0,1.0,749.1,Yes,,,
67289023,2,67289,2010-12-24,Female,1987,Yes,Yes,No,48.0,700.0,1.0,10/02/2012,No,,No,55.0,4100.0,,,,,1.0,1.0,1822.06,,,,
65984066,1,65984,2010-10-13,Female,1977,No,,,,,1.0,19/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
68405027,1,68405,2010-12-16,Female,1969,No,,No,66.0,200.0,1.0,13/02/2012,No,,No,75.0,200.0,course did not do this,course did not do this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,80.0,,
61177023,1,61177,2010-10-21,Male,1980,No,,Yes,45.0,600.0,1.0,13/02/2012,Yes,Yes,Yes,45.0,700.0,,,,,1.0,1.0,1021.5,No,,,
63066050,1,63066,2010-10-05,Female,1991,No,,Yes,40.0,1200.0,1.0,26/01/2012,No,,Yes,32.0,800.0,,,,,1.0,0.0,0.0,No,,,
68449010,2,68449,2010-12-13,Female,1992,No,,,,,1.0,19/01/2012,No,,,,,course did this,course did not do this,course did not do this,99.0,0.0,0.0,0.0,,,,
64295021,2,64295,2010-10-28,Female,1985,No,,Yes,80.0,750.0,1.0,19/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
64336026,1,64336,2010-10-01,Female,1980,No,,,,,1.0,14/02/2012,No,,No,20.0,400.0,course did this,course did not do this,course did this,ISKUR,0.0,0.0,0.0,Yes,30.0,,
68302040,1,68302,2010-12-28,Female,1991,No,,No,60.0,300.0,1.0,04/02/2012,Yes,Yes,No,60.0,720.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,33.0,,
65294015,2,65294,2010-10-04,Male,1985,No,,Yes,40.0,800.0,1.0,29/01/2012,No,,Yes,60.0,1000.0,,,,,0.0,1.0,1184.94,,,,
68449033,1,68449,2010-12-13,Female,1990,No,,Yes,30.0,600.0,1.0,06/02/2012,No,,No,72.0,750.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,28.0,,
64392022,1,64392,2010-10-12,Male,1989,Yes,No,,,,1.0,15/02/2012,Yes,No,Yes,50.0,950.0,,,,,1.0,1.0,238.35,No,6.0,,
65240089,1,65240,2010-10-11,Female,1985,No,,No,72.0,250.0,1.0,31/01/2012,No,,No,60.0,250.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,27.0,,
60983007,2,60983,2010-11-18,Male,1988,No,,No,48.0,600.0,1.0,05/01/2012,Yes,No,Yes,60.0,600.0,course did this,course did this,course did not do this,ISKUR,0.0,1.0,1039.66,,,,
66891039,1,66891,2010-11-03,Female,1969,No,,,,,1.0,02/02/2012,Yes,Yes,No,17.0,350.0,,,,,0.0,0.0,0.0,No,8.0,,
60984018,1,60984,2010-12-28,Male,1972,No,,Yes,72.0,1000.0,1.0,02/01/2012,Yes,No,Yes,80.0,850.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,,,
64358013,2,64358,2010-11-01,Male,1987,Yes,No,,,,1.0,13/01/2012,Yes,Yes,Yes,66.0,750.0,,,,,0.0,1.0,2419.84,,,,
65988042,1,65988,2010-10-20,Female,1990,No,,No,45.0,300.0,1.0,01/02/2012,No,,No,60.0,280.0,course did this,course did this,course did not do this,ISKUR,0.0,1.0,1021.5,Yes,53.0,,
64262011,2,64262,2010-12-03,Female,1964,No,,,,,1.0,30/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
68302055,1,68302,2010-12-29,Female,1990,No,,Yes,18.0,4750.0,1.0,19/01/2012,No,,Yes,48.0,400.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,33.0,,
64392024,1,64392,2010-10-12,Male,1987,No,,Yes,60.0,850.0,1.0,31/01/2012,Yes,Yes,Yes,45.0,800.0,course did this,course did this,course did this,ISKUR,0.0,1.0,204.3,Yes,64.0,,
64068038,1,64068,2010-10-20,Female,1981,No,,,,,1.0,11/02/2012,Yes,No,,,,,,,,1.0,1.0,885.3,Yes,32.0,,
60409043,1,60409,2010-09-30,Male,1978,No,,No,42.0,700.0,1.0,16/01/2012,No,,Yes,40.0,700.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,55.0,,
65240035,2,65240,2010-10-05,Male,1992,No,,,,,1.0,12/02/2012,No,,No,72.0,700.0,,,,,0.0,0.0,0.0,,,,
66922080,1,66922,2010-10-27,Female,1980,No,,Yes,54.0,550.0,1.0,15/02/2012,No,,Yes,48.0,550.0,course did this,course did this,course did not do this,ISKUR,0.0,1.0,1021.5,Yes,20.0,,
68232023,2,68232,2010-12-03,Female,1972,No,,Yes,55.0,600.0,1.0,14/01/2012,No,,Yes,72.0,600.0,,,,,0.0,0.0,0.0,,,,
60409022,2,60409,2010-09-30,male  ,1985,No,,Yes,60.0,,1.0,16/02/2012,Yes,No,,,,,,,,1.0,1.0,885.3,,,,
64067036,1,64067,2010-10-15,Female,1992,No,,No,84.0,300.0,1.0,25/01/2012,No,,No,60.0,400.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,32.0,,
65294006,2,65294,2010-10-18,Female,1980,No,,Yes,72.0,550.0,1.0,25/01/2012,No,,Yes,72.0,650.0,course did not do this,course did this,course did this,ISKUR,1.0,0.0,0.0,,,,
63066038,1,63066,2010-10-05,Female,1992,No,,Yes,84.0,1500.0,1.0,23/02/2012,Yes,Yes,Yes,42.0,1200.0,,,,,1.0,0.0,0.0,No,,,
67805008,2,67805,2010-11-04,Female,1982,No,,No,72.0,100.0,1.0,06/01/2012,No,,No,72.0,120.0,,,,,0.0,0.0,0.0,,,,
64260044,1,64260,2010-11-09,Female,1968,No,,,,,1.0,30/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,59.0,,
65986010,2,65986,2010-10-20,Male,1984,Yes,No,,,,1.0,16/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,,,,
67799037,1,67799,2010-12-21,Female,1979,No,,Yes,48.0,900.0,1.0,07/01/2012,Yes,Yes,Yes,60.0,1250.0,course did this,course did not do this,course did this,ISKUR,1.0,0.0,0.0,Yes,7.0,,
64244012,2,64244,2010-09-28,Female,1971,No,,No,48.0,550.0,1.0,14/02/2012,Yes,Yes,Yes,50.0,829.0,course did not do this,course did not do this,course did not do this,ISKUR,0.0,1.0,1938.53,Yes,68.0,,
64300030,1,64300,2010-10-15,Female,1988,No,,No,40.0,400.0,1.0,22/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,1.0,1.0,1856.37,Yes,97.0,,
65240037,2,65240,2010-11-25,Female,1992,No,,No,105.0,100.0,1.0,24/01/2012,Yes,No,Yes,48.0,650.0,,,,,1.0,0.0,0.0,,,,
66891045,1,66891,2010-11-05,Female,1982,No,,No,70.0,650.0,1.0,01/02/2012,No,,No,72.0,650.0,,,,,0.0,1.0,442.65,No,,,
65984041,2,65984,2010-10-12,Female,1980,No,,No,20.0,100.0,1.0,26/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65882014,2,65882,2010-11-03,Female,1978,No,,,,,1.0,01/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65882034,1,65882,2010-11-03,Female,1975,No,,Yes,50.0,1000.0,1.0,02/02/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,23.0,,
64174009,2,64174,2010-09-29,Female,1985,No,,Yes,54.0,1200.0,1.0,12/01/2012,Yes,Yes,Yes,54.0,1100.0,,,,,0.0,1.0,1938.69,,,,
65294037,1,65294,2010-10-18,Female,1980,No,,Yes,20.0,200.0,1.0,26/01/2012,No,,,,,course did not do this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,31.0,,
68158003,2,68158,2010-12-10,Female,1985,No,,No,66.0,500.0,1.0,08/02/2012,Yes,Yes,No,60.0,2000.0,course did this,course did this,course did this,Employer,1.0,1.0,1106.43,,,,
65481023,1,65481,2010-10-21,Male,1983,No,,No,70.0,300.0,1.0,22/01/2012,No,,Yes,48.0,700.0,,,,,0.0,0.0,0.0,No,,,
66382046,1,66382,2010-10-18,Male,1988,No,,No,48.0,1000.0,1.0,26/01/2012,Yes,Yes,Yes,56.0,1500.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
65753005,2,65753,2010-10-01,Female,1987,No,,No,45.0,300.0,1.0,27/02/2012,No,,No,45.0,660.0,course did this,course did this,course did not do this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
67842036,1,67842,2010-12-15,Male,1979,No,,Yes,45.0,1200.0,1.0,23/02/2012,Yes,No,,,,course did this,course did this,course did not do this,"Government (MoNE, Universities)",1.0,1.0,1021.5,Yes,54.0,,
61177036,1,61177,2010-10-21,Male,1988,Yes,Yes,No,70.0,500.0,1.0,14/02/2012,Yes,Yes,Yes,45.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1538.66,Yes,25.0,,
68119004,2,68119,2010-12-10,Female,1983,No,,Yes,56.0,800.0,1.0,07/02/2012,Yes,Yes,Yes,63.0,1000.0,course did this,course did this,course did this,Private training company/college,1.0,1.0,1055.55,,,,
64357070,1,64357,2010-12-06,Male,1976,No,,Yes,40.0,750.0,1.0,24/01/2012,Yes,Yes,Yes,55.0,789.0,course did this,course did not do this,course did this,ISKUR,1.0,1.0,1119.01,Yes,35.0,,
65240068,1,65240,2010-10-11,Female,1982,No,,,,,1.0,07/02/2012,No,,No,20.0,250.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,27.0,,
66809031,1,66809,2010-11-05,Female,1992,Yes,No,No,18.0,200.0,1.0,23/01/2012,Yes,Yes,Yes,72.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1086.28,No,,,
64273003,2,64273,2010-10-15,Female,1984,Yes,No,No,40.0,200.0,1.0,03/02/2012,No,,No,32.0,99999.0,,,,,0.0,0.0,0.0,,,,
67573019,2,67573,2010-12-04,Male,1975,No,,Yes,55.0,1100.0,1.0,26/01/2012,Yes,Yes,Yes,48.0,1100.0,,,,,1.0,1.0,1681.27,,,,
67034058,1,67034,2010-10-28,Male,1989,No,,,,,1.0,14/02/2012,No,,Yes,30.0,400.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1585.29,Yes,59.0,,
65987017,2,65987,2010-10-15,Male,1982,No,,Yes,24.0,500.0,1.0,08/02/2012,No,,Yes,18.0,600.0,,,,,0.0,0.0,0.0,,,,
64344033,1,64344,2010-09-29,Female,1970,No,,No,60.0,600.0,1.0,15/02/2012,No,,No,54.0,0.0,course did not do this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,29.0,,
64353010,2,64353,2010-10-07,Female,1986,Yes,No,Yes,45.0,900.0,1.0,08/02/2012,Yes,Yes,Yes,30.0,500.0,,,,,1.0,1.0,1216.57,,,,
65459017,1,65459,2011-01-12,Female,1991,No,,,,,1.0,24/01/2012,No,,No,18.0,400.0,course did this,course did not do this,course did not do this,ISKUR,0.0,0.0,0.0,No,33.0,,
67289068,1,67289,2010-12-24,Female,1980,No,,No,20.0,500.0,1.0,19/01/2012,No,,Yes,48.0,600.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
64263021,2,64263,2010-11-09,Female,1957,No,,,,,1.0,03/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
66303021,1,66303,2010-10-22,Male,1991,No,,,,,1.0,26/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,1.0,1.0,1496.78,Yes,30.0,,
64336025,2,64336,2010-10-06,Female,1978,No,,,,,1.0,23/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
68449046,1,68449,2011-01-27,Female,1989,No,,Yes,63.0,400.0,1.0,18/01/2012,No,,Yes,50.0,1200.0,,,,,1.0,1.0,2292.47,No,,,
60409035,1,60409,2010-11-26,Male,1986,No,,No,60.0,1000.0,1.0,12/01/2012,Yes,Yes,Yes,60.0,1200.0,,,,,1.0,1.0,1100.0,Yes,60.0,,
68449035,1,68449,2011-01-04,Male,1994,Yes,No,,,,1.0,20/02/2012,Yes,Yes,No,50.0,600.0,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,27.0,,
67034076,1,67034,2010-10-28,Female,1984,No,,,,,1.0,01/03/2012,Yes,Yes,Yes,66.0,800.0,course did not do this,course did this,course did not do this,99.0,1.0,1.0,1296.3,Yes,59.0,,
66922072,1,66922,2010-10-27,Female,1981,No,,Yes,60.0,850.0,1.0,19/01/2012,No,,Yes,48.0,1000.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,20.0,,
64282034,1,64282,2010-11-24,Female,1977,No,,,,,1.0,31/01/2012,No,,Yes,40.0,700.0,,,,,0.0,0.0,0.0,No,,,
65984096,1,65984,2010-10-22,Female,1981,No,,,,,1.0,09/02/2012,No,,,,,course did this,99.0,course did not do this,ISKUR,0.0,1.0,1021.5,Yes,93.0,,
64264024,1,64264,2010-10-04,Female,1980,No,,,,,1.0,21/01/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
67460042,1,67460,2010-12-08,Male,1989,No,,,,,1.0,31/12/2011,Yes,No,Yes,60.0,589.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,80.0,,
64431026,2,64431,2010-10-14,Female,1987,No,,Yes,84.0,700.0,1.0,14/02/2012,No,,Yes,60.0,750.0,,,,,1.0,0.0,0.0,,,,
65042012,2,65042,2010-12-05,Female,1986,No,,,,,1.0,19/02/2012,Yes,Yes,Yes,40.0,800.0,,,,,1.0,0.0,0.0,,,,
64431047,1,64431,2010-11-25,Male,1986,No,,,,,1.0,14/02/2012,No,,Yes,48.0,1000.0,,,,,0.0,0.0,0.0,No,,,
67032079,1,67032,2010-11-11,Female,1982,Yes,Yes,No,45.0,600.0,1.0,22/02/2012,No,,No,40.0,550.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,50.0,,
64236005,2,64236,2010-09-17,Male,1972,No,,No,56.0,1000.0,1.0,15/02/2012,Yes,Yes,Yes,50.0,1500.0,,,,,1.0,1.0,3012.74,,,,
65240039,2,65240,2010-10-11,Male,1989,No,,,,,1.0,08/02/2012,Yes,Yes,Yes,44.0,750.0,course did not do this,course did this,course did this,ISKUR,1.0,1.0,1180.67,,,,
64273004,2,64273,2010-10-15,Male,1989,Yes,No,Yes,30.0,600.0,1.0,23/01/2012,No,,No,60.0,400.0,,,,,0.0,0.0,0.0,,,,
59026011,2,59026,2010-10-27,male  ,1978,No,,Yes,63.0,300.0,1.0,25/01/2012,No,,No,70.0,400.0,,,,,1.0,0.0,0.0,,,,
65474026,1,65474,2010-10-14,Female,1971,No,,Yes,45.0,600.0,1.0,18/02/2012,Yes,Yes,Yes,72.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1021.5,Yes,59.0,,
64298032,1,64298,2010-10-19,Male,1989,No,,No,60.0,450.0,1.0,19/01/2012,Yes,Yes,Yes,45.0,700.0,,,,,1.0,1.0,1063.07,Yes,,,
65987014,2,65987,2010-10-15,Female,1984,No,,,,,1.0,12/02/2012,Yes,Yes,No,48.0,500.0,course did this,course did this,course did this,ISKUR,0.0,1.0,612.9,,,,
64067012,2,64067,2010-10-14,Female,1978,No,,Yes,24.0,650.0,1.0,02/03/2012,Yes,Yes,Yes,48.0,900.0,,,,,1.0,0.0,0.0,,,,
68301005,2,68301,2010-12-09,Female,1986,No,,,,,1.0,06/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
67032065,1,67032,2010-11-11,FEMALE,1978,Yes,No,Yes,30.0,650.0,1.0,13/02/2012,Yes,Yes,Yes,60.0,750.0,course did not do this,course did this,course did this,ISKUR,1.0,1.0,1538.66,Yes,50.0,,
67842002,2,67842,2010-12-22,Male,1977,Yes,Yes,Yes,65.0,1300.0,1.0,20/02/2012,No,,,,,,,,,1.0,1.0,1264.0,,,,
64330023,1,64330,2010-10-13,Female,1983,No,,Yes,72.0,700.0,1.0,31/01/2012,Yes,Yes,Yes,60.0,800.0,course did this,course did not do this,course did this,ISKUR,1.0,1.0,1327.95,Yes,29.0,,
67573046,1,67573,2011-01-07,Male,1983,No,,Yes,60.0,1100.0,1.0,15/02/2012,Yes,Yes,Yes,40.0,970.0,,,,,1.0,1.0,2064.43,No,,,
64431044,1,64431,2010-10-14,Male,1983,No,,Yes,96.0,600.0,1.0,25/01/2012,Yes,Yes,Yes,48.0,99999.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,2316.4,Yes,27.0,,
66303024,1,66303,2010-10-22,Male,1983,No,,Yes,48.0,400.0,1.0,19/01/2012,Yes,Yes,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,30.0,,
65984120,1,65984,2010-10-12,Female,1978,No,,,,,1.0,06/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
64392011,2,64392,2010-10-12,Male,1973,No,,Yes,60.0,950.0,1.0,31/01/2012,Yes,No,Yes,60.0,600.0,,,,,1.0,0.0,0.0,,,,
64283007,2,64283,2010-10-12,Female,1984,No,,No,44.0,500.0,1.0,07/02/2012,No,,,,,,,,,0.0,1.0,1023.0,,,,
64296019,2,64296,2010-10-25,Female,1992,No,,,,,1.0,21/02/2012,Yes,Yes,Yes,70.0,1200.0,,,,,1.0,0.0,0.0,,,,
65986026,1,65986,2010-10-15,Female,1984,No,,No,56.0,400.0,1.0,16/02/2012,Yes,Yes,99.0,78.0,701.0,course did this,course did this,course did not do this,98.0,0.0,0.0,0.0,Yes,53.0,,
66303019,1,66303,2010-10-22,Male,1986,No,,No,67.0,300.0,1.0,31/01/2012,No,,No,84.0,300.0,,,,,0.0,0.0,0.0,No,23.0,,
68097035,2,68097,2010-12-02,Female,1980,No,,Yes,80.0,1250.0,1.0,23/02/2012,Yes,Yes,Yes,66.0,1200.0,,,,,0.0,0.0,0.0,,,,
64298034,1,64298,2010-10-19,Male,1986,No,,,,,1.0,19/02/2012,Yes,Yes,Yes,48.0,1000.0,course did this,course did not do this,course did this,ISKUR,1.0,1.0,1021.5,No,29.0,,
68097063,1,68097,2010-12-02,Male,1988,No,,Yes,60.0,400.0,1.0,18/01/2012,No,,No,48.0,700.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
64174011,2,64174,2011-01-26,Female,1968,No,,Yes,45.0,1000.0,1.0,21/01/2012,No,,,,,course did this,99.0,course did not do this,"Government (MoNE, Universities)",0.0,0.0,0.0,Yes,52.0,,
67683014,2,67683,2010-12-22,Female,1978,No,,No,9999.0,1500.0,1.0,15/02/2012,Yes,Yes,No,60.0,700.0,,,,,0.0,0.0,0.0,,,,
