id,grup,sehir,cinsiyet,dogum_yili,egitim_seviye,baseline_son_4_hafta_gelir,baseline_hafta_20+_calisma,baseline_sgk_kaydi,baseline_haftalik_calisma_saat_ort,baseline_aylik_gelir_ort
64248030,Deney,Izmir,Kadin,1972.0,Meslek Yuksekokulu,0.0,,1.0,54.0,700.0
64364019,Deney,Sakarya,Erkek,1973.0,Ilkokul (5 Yil),0.0,,0.0,52.0,600.0
67289058,Deney,Ankara,Erkek,1970.0,Lise (Lise),0.0,,,,
68158021,Kontrol,Ankara,Erkek,1989.0,Meslek Yuksekokulu,0.0,,,,
68302007,Kontrol,Hatay,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
60983002,Kontrol,Istanbul,Erkek,1974.0,Meslek Yuksekokulu,1.0,0.0,1.0,48.0,1200.0
65473030,Deney,Tekirdag,Kadin,1985.0,Lise (Lise),0.0,,1.0,48.0,700.0
64358019,Deney,Trabzon,Erkek,1987.0,Lise (Lise),0.0,,1.0,72.0,375.0
65493026,Deney,Eskisehir,Erkek,1986.0,Meslek Yuksekokulu,0.0,,0.0,60.0,500.0
68441019,Kontrol,Istanbul,,,,,,,,
68233009,Kontrol,Eskisehir,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,,,
64236003,Kontrol,Istanbul,Kadin,1990.0,Meslek Yuksekokulu,0.0,,1.0,60.0,350.0
65434021,Deney,Gaziantep,Erkek,1991.0,Lise (Lise),0.0,,,,
67034025,Kontrol,Ankara,Erkek,1979.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,1000.0
67700037,Deney,Istanbul,Erkek,1981.0,Universite - Lisans Derecesi,0.0,,1.0,40.0,1200.0
65461015,Kontrol,Tekirdag,Erkek,1968.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0.0,42.0,450.0
65240088,Deney,Kayseri,Kadin,1979.0,Ilkokul (5 Yil),0.0,,,,
65476024,Kontrol,Eskisehir,Erkek,1992.0,Lise (Lise),0.0,,1.0,70.0,600.0
64283011,Kontrol,Kocaeli,Kadin,1984.0,Lise (Lise),0.0,,1.0,72.0,1000.0
67683006,Kontrol,Istanbul,Kadin,1988.0,Meslek Yuksekokulu,0.0,,1.0,60.0,550.0
64283035,Deney,Kocaeli,Kadin,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65211020,Deney,Denizli,Erkek,1985.0,Lise (Lise),1.0,0.0,0.0,40.0,500.0
65481007,Kontrol,Kirikkale,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,56.0,900.0
64357014,Kontrol,Trabzon,,,,,,,,
65686032,Deney,Gaziantep,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,99.0,9999.0,
64263012,Kontrol,Bayburt,Kadin,1971.0,Lise (Lise),0.0,,,,
65358132,Deney,Mus,Kadin,1989.0,Lise (Lise),0.0,,,,
64354004,Kontrol,Kocaeli,Erkek,1985.0,Universite - Lisans Derecesi,0.0,,,,
68302064,Deney,Hatay,,,,,,,,
64174013,Kontrol,Istanbul,,,,,,,,
61177009,Kontrol,Kayseri,Kadin,1982.0,Lise (Lise),0.0,,,,
65496003,Kontrol,Kirikkale,Erkek,1978.0,Lise (Lise),0.0,,0.0,70.0,800.0
65687025,Deney,Gaziantep,Erkek,1990.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,66.0,420.0
64209011,Kontrol,Manisa,Kadin,1988.0,Meslek Yuksekokulu,0.0,,,,
68449044,Deney,Istanbul,Kadin,1990.0,Meslek Yuksekokulu,0.0,,0.0,24.0,280.0
64344016,Kontrol,Kocaeli,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,1.0,70.0,600.0
64273012,Kontrol,Isparta,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,
65240112,Deney,Kayseri,Kadin,1990.0,Lise (Lise),0.0,,1.0,54.0,600.0
67034069,Deney,Ankara,Kadin,1982.0,Lise (Lise),0.0,,0.0,65.0,900.0
64357080,Deney,Trabzon,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,0.0,72.0,1500.0
64247027,Deney,Izmir,Kadin,1988.0,Lise (Lise),0.0,,1.0,46.0,600.0
67034049,Deney,Ankara,Kadin,1980.0,Universite - Lisans Derecesi,0.0,,0.0,40.0,450.0
68449032,Deney,Istanbul,Kadin,1989.0,Lise (Lise),0.0,,1.0,75.0,700.0
68301004,Kontrol,Hatay,Kadin,1979.0,Lise (Lise),0.0,,,,
68386005,Kontrol,Istanbul,Kadin,1993.0,Ilkokul (5 Yil),0.0,,,,
67573005,Kontrol,Istanbul,Erkek,1984.0,Ilkokul (5 Yil),0.0,,0.0,65.0,600.0
65882008,Kontrol,Usak,Kadin,1983.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,25.0,800.0
65474012,Kontrol,Tekirdag,Kadin,1980.0,Meslek Yuksekokulu,0.0,,1.0,45.0,810.0
64356001,Kontrol,Kocaeli,Erkek,1990.0,Lise (Lise),0.0,,1.0,33.0,400.0
61177039,Deney,Kayseri,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,60.0,600.0
64330012,Kontrol,Kocaeli,Kadin,1987.0,Lise (Lise),0.0,,,,
65294006,Kontrol,Denizli,Kadin,1980.0,Meslek Yuksekokulu,0.0,,1.0,72.0,550.0
68233016,Kontrol,Eskisehir,Kadin,1980.0,Meslek Yuksekokulu,0.0,,,,
66264011,Kontrol,Kayseri,Erkek,1965.0,Ilkokul (5 Yil),0.0,,0.0,70.0,450.0
68119035,Deney,Denizli,Erkek,1973.0,Meslek Yuksekokulu,0.0,,1.0,20.0,650.0
68096001,Kontrol,Ankara,,,,,,,,
66086017,Kontrol,Eskisehir,,,,,,,,
65358075,Kontrol,Mus,Kadin,1988.0,Meslek Yuksekokulu,0.0,,,,
65480012,Kontrol,Kirikkale,Erkek,1987.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,60.0,500.0
65984111,Deney,Hatay,Kadin,1969.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67843006,Kontrol,Istanbul,Kadin,1973.0,Meslek Yuksekokulu,0.0,,1.0,48.0,600.0
64357002,Kontrol,Trabzon,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64209050,Deney,Manisa,Erkek,1989.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,72.0,950.0
65459005,Kontrol,Tekirdag,Kadin,1979.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,72.0,850.0
65476045,Deney,Eskisehir,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,1.0
64067020,Kontrol,Elazig,Erkek,1989.0,Lise (Lise),0.0,,0.0,45.0,420.0
65987040,Deney,Hatay,Kadin,1978.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65240060,Kontrol,Kayseri,Erkek,1986.0,Lise (Lise),0.0,,0.0,60.0,700.0
67034078,Deney,Ankara,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,0.0,30.0,600.0
65987011,Kontrol,Hatay,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65988024,Deney,Hatay,Erkek,1991.0,Lise (Lise),0.0,,0.0,40.0,750.0
68402039,Deney,Istanbul,Kadin,1973.0,Meslek Yuksekokulu,0.0,,0.0,60.0,9998.0
65984074,Deney,Hatay,Kadin,1975.0,Ilkokul (5 Yil),0.0,,,,
65986014,Kontrol,Hatay,Erkek,1984.0,Lise (Lise),0.0,,0.0,20.0,100.0
67034009,Kontrol,Ankara,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,1.0,66.0,900.0
67786010,Kontrol,Istanbul,Erkek,1980.0,Lise (Lise),0.0,,1.0,48.0,600.0
65493016,Kontrol,Eskisehir,Kadin,1985.0,Lise (Lise),0.0,,1.0,91.0,650.0
68304082,Deney,Hatay,Erkek,1982.0,Meslek Yuksekokulu,0.0,,0.0,80.0,700.0
64298016,Kontrol,Manisa,Erkek,1975.0,Ilkokul (5 Yil),0.0,,1.0,60.0,850.0
68402035,Deney,Istanbul,Kadin,1987.0,Ilkokul (5 Yil),0.0,,,,
64174014,Kontrol,Istanbul,Kadin,1990.0,Meslek Yuksekokulu,0.0,,1.0,40.0,600.0
68402045,Deney,Istanbul,Kadin,1965.0,Lise (Lise),0.0,,0.0,70.0,300.0
65232016,Deney,Duzce,,,,,,,,
65240035,Kontrol,Kayseri,Erkek,1992.0,Lise (Lise),0.0,,,,
65481015,Kontrol,Kirikkale,Erkek,1991.0,Meslek Yuksekokulu,1.0,0.0,1.0,60.0,900.0
66891026,Deney,Antalya,Kadin,1960.0,Meslek Yuksekokulu,0.0,,,,
64298028,Deney,Manisa,Erkek,1978.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,1.0,32.0,1150.0
66382032,Deney,Diyarbakir,Erkek,1980.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,48.0,850.0
64392019,Deney,Sakarya,Erkek,1967.0,Ilkokul (5 Yil),1.0,0.0,,,
64337038,Deney,Kocaeli,Kadin,1966.0,Ilkokul (5 Yil),0.0,,1.0,77.0,850.0
64354029,Deney,Kocaeli,Kadin,1978.0,Lise (Lise),0.0,,,,
68097011,Kontrol,Ankara,,,,,,,,
68402018,Kontrol,Istanbul,Kadin,1979.0,Ilkokul (5 Yil),0.0,,,,
60929019,Deney,Istanbul,Erkek,1989.0,Lise (Lise),0.0,,0.0,68.0,1200.0
65179015,Kontrol,Duzce,Erkek,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67460015,Kontrol,Istanbul,Kadin,1980.0,Meslek Yuksekokulu,0.0,,,,
68158051,Deney,Ankara,Kadin,1983.0,Universite - Lisans Derecesi,0.0,,,,
64283022,Deney,Kocaeli,Kadin,1989.0,Meslek Yuksekokulu,0.0,,0.0,70.0,800.0
68304036,Kontrol,Hatay,Kadin,1992.0,Lise (Lise),0.0,,0.0,40.0,350.0
65753031,Deney,Eskisehir,Kadin,1989.0,Meslek Yuksekokulu,0.0,,1.0,72.0,700.0
64356013,Kontrol,Kocaeli,,,,,,,,
66837043,Deney,Antalya,Erkek,1983.0,Ilkokul (5 Yil),1.0,0.0,,,
68357032,Deney,Hatay,Kadin,1980.0,Universite - Lisans Derecesi,0.0,,1.0,28.0,400.0
66382036,Deney,Diyarbakir,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,56.0,1000.0
64431004,Kontrol,Kayseri,Kadin,1984.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,,,
65042034,Deney,Erzurum,Kadin,1980.0,Lise (Lise),0.0,,,,
62617003,Kontrol,Kayseri,,,,,,,,
68304009,Kontrol,Hatay,Kadin,1968.0,Lise (Lise),0.0,,0.0,40.0,1000.0
65043010,Kontrol,Erzurum,Kadin,1978.0,Lise (Lise),0.0,,,,
65240105,Deney,Kayseri,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,
64067015,Kontrol,Elazig,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,45.0,600.0
66382043,Deney,Diyarbakir,Erkek,1989.0,Meslek Yuksekokulu,1.0,0.0,0.0,40.0,600.0
65686009,Kontrol,Gaziantep,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64357081,Deney,Trabzon,Kadin,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,90.0,1000.0
64284017,Deney,Izmir,Kadin,1975.0,Ilkokul (5 Yil),0.0,,1.0,35.0,1000.0
66382010,Kontrol,Diyarbakir,Erkek,1988.0,Lise (Lise),0.0,,0.0,63.0,700.0
66809014,Kontrol,Antalya,Kadin,1974.0,Meslek Yuksekokulu,0.0,,1.0,60.0,250.0
68097043,Deney,Ankara,Kadin,1985.0,Lise (Lise),0.0,,1.0,56.0,700.0
64282016,Kontrol,Kocaeli,Kadin,1991.0,Lise (Lise),0.0,,,,
68302011,Kontrol,Hatay,Kadin,1980.0,Universite - Lisans Derecesi,0.0,,1.0,66.0,600.0
65211032,Deney,Denizli,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,45.0,490.0
66382006,Kontrol,Diyarbakir,Erkek,1981.0,Lise (Lise),0.0,,,,
65473027,Deney,Tekirdag,Kadin,1990.0,Meslek Yuksekokulu,0.0,,,,
65042031,Deney,Erzurum,Kadin,1991.0,Lise (Lise),0.0,,,,
65042016,Kontrol,Erzurum,Erkek,1987.0,Lise (Lise),1.0,0.0,,,
68304084,Deney,Hatay,Kadin,1986.0,Lise (Lise),0.0,,,,
66264018,Deney,Kayseri,Erkek,1991.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,70.0,200.0
66451005,Kontrol,Diyarbakir,Kadin,1989.0,Lise (Lise),0.0,,,,
64338022,Deney,Kocaeli,Erkek,1977.0,Ilkokul (5 Yil),1.0,0.0,0.0,40.0,570.0
65293036,Deney,Denizli,Erkek,1985.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,78.0,650.0
65753026,Deney,Eskisehir,Kadin,1985.0,Meslek Yuksekokulu,0.0,,1.0,42.0,575.0
64329003,Kontrol,Kocaeli,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,48.0,700.0
65493040,Deney,Eskisehir,Kadin,1990.0,Lise (Lise),0.0,,,,
64344026,Deney,Kocaeli,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64358010,Kontrol,Trabzon,Erkek,1985.0,Lise (Lise),0.0,,0.0,36.0,800.0
68386007,Kontrol,Istanbul,Kadin,1983.0,Meslek Yuksekokulu,1.0,0.0,1.0,66.0,720.0
68158011,Kontrol,Ankara,Kadin,1990.0,Universite - Lisans Derecesi,0.0,,,,
64263046,Deney,Bayburt,Kadin,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65749015,Kontrol,Eskisehir,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,
65434035,Deney,Gaziantep,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,74.0,700.0
64358011,Kontrol,Trabzon,Erkek,1992.0,Meslek Yuksekokulu,0.0,,1.0,75.0,1000.0
64295037,Deney,Manisa,Kadin,1985.0,,0.0,,1.0,48.0,600.0
68096005,Kontrol,Ankara,,,,,,,,
68441026,Deney,Istanbul,Kadin,1981.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,40.0,300.0
65294014,Kontrol,Denizli,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,
68232012,Kontrol,Eskisehir,Kadin,1983.0,Lise (Lise),0.0,,1.0,90.0,650.0
65984059,Kontrol,Hatay,Kadin,1970.0,Ilkokul (5 Yil),0.0,,,,
64247004,Kontrol,Izmir,Kadin,1981.0,Meslek Yuksekokulu,0.0,,0.0,70.0,750.0
66542011,Kontrol,Usak,Kadin,1988.0,Lise (Lise),0.0,,,,
66303001,Kontrol,Usak,,,,,,,,
65882033,Deney,Usak,Kadin,1984.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,48.0,550.0
68304085,Deney,Hatay,Erkek,1991.0,Lise (Lise),0.0,,,,
65984072,Deney,Hatay,Kadin,1971.0,Ilkokul (5 Yil),0.0,,,,
68232045,Deney,Eskisehir,Kadin,1979.0,Lise (Lise),0.0,,1.0,66.0,
64337024,Kontrol,Kocaeli,Kadin,1973.0,Ilkokul (5 Yil),1.0,0.0,1.0,40.0,300.0
65043029,Deney,Erzurum,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,40.0,
68096028,Deney,Ankara,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,
64338039,Deney,Kocaeli,Erkek,1971.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,48.0,1100.0
66086022,Kontrol,Eskisehir,,,,,,,,
64356033,Deney,Kocaeli,Erkek,1987.0,Meslek Yuksekokulu,0.0,,1.0,40.0,1000.0
65988021,Kontrol,Hatay,Kadin,1988.0,Lise (Lise),0.0,,,,
65984028,Kontrol,Hatay,Erkek,1978.0,Ilkokul (5 Yil),0.0,,0.0,66.0,560.0
65686027,Deney,Gaziantep,,,,,,,,
68357006,Kontrol,Hatay,Kadin,1991.0,Lise (Lise),0.0,,,,
66809018,Kontrol,Antalya,Kadin,1975.0,Universite - Lisans Derecesi,0.0,,,,
67799015,Kontrol,Istanbul,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,1000.0
67845040,Deney,Istanbul,,,,,,,,
68405014,Kontrol,Istanbul,Kadin,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,60.0,760.0
67700043,Deney,Istanbul,Erkek,1979.0,Universite - Lisans Derecesi,1.0,0.0,1.0,60.0,1250.0
68301030,Deney,Hatay,,,,,,,,
64282036,Deney,Kocaeli,Kadin,1989.0,Lise (Lise),1.0,0.0,1.0,30.0,700.0
64357026,Kontrol,Trabzon,Kadin,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,69.0,600.0
61177002,Kontrol,Kayseri,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,40.0,650.0
66382031,Deney,Diyarbakir,Erkek,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,72.0,400.0
65211034,Deney,Denizli,Kadin,1982.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,70.0,550.0
67579003,Kontrol,Istanbul,Kadin,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64373017,Kontrol,Sakarya,,,,,,,,
64298002,Kontrol,Manisa,,,,,,,,
61177040,Deney,Kayseri,Kadin,1978.0,Meslek Yuksekokulu,0.0,,1.0,72.0,850.0
65042044,Deney,Erzurum,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
67577023,Kontrol,Istanbul,Erkek,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,72.0,600.0
67034074,Deney,Ankara,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,
65179031,Deney,Duzce,Erkek,1984.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,56.0,850.0
65987035,Deney,Hatay,,,,,,,,
66837009,Kontrol,Antalya,Kadin,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,49.0,500.0
67703028,Deney,Ankara,Kadin,1991.0,Lise (Lise),0.0,,0.0,40.0,217.0
65294005,Kontrol,Denizli,Kadin,1978.0,Meslek Yuksekokulu,0.0,,1.0,56.0,800.0
65043024,Kontrol,Erzurum,Erkek,1988.0,Lise (Lise),1.0,0.0,0.0,56.0,600.0
66086040,Deney,Eskisehir,Erkek,1990.0,Lise (Lise),1.0,1.0,0.0,30.0,300.0
67842015,Kontrol,Istanbul,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,40.0,9998.0
65687019,Kontrol,Gaziantep,Kadin,1980.0,Universite - Lisans Derecesi,0.0,,,,
65240111,Deney,Kayseri,Kadin,1985.0,Ilkokul (5 Yil),0.0,,,,
64300009,Kontrol,Manisa,,,,,,,,
68158018,Kontrol,Ankara,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,0.0,42.0,300.0
66451046,Deney,Diyarbakir,Kadin,1991.0,Lise (Lise),0.0,,,,
67843028,Deney,Istanbul,Erkek,1992.0,Meslek Yuksekokulu,0.0,,,,
67577017,Kontrol,Istanbul,Erkek,1985.0,Universite - Lisans Derecesi,0.0,,0.0,48.0,700.0
65294008,Kontrol,Denizli,Erkek,1981.0,Universite - Lisans Derecesi,1.0,0.0,0.0,60.0,350.0
65686014,Kontrol,Gaziantep,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65436022,Deney,Tekirdag,Kadin,1969.0,Ilkokul (5 Yil),0.0,,0.0,60.0,450.0
67786009,Kontrol,Istanbul,,,,,,,,
64343015,Kontrol,Kocaeli,Kadin,1975.0,Lise (Lise),1.0,1.0,1.0,24.0,750.0
67843009,Kontrol,Istanbul,Kadin,1986.0,Lise (Lise),1.0,0.0,1.0,84.0,800.0
64336013,Kontrol,Kocaeli,Kadin,1990.0,Meslek Yuksekokulu,0.0,,,,
60983022,Deney,Istanbul,Erkek,1994.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
68304049,Kontrol,Hatay,Kadin,1990.0,Lise (Lise),0.0,,0.0,45.0,600.0
68357043,Deney,Hatay,Erkek,1986.0,Lise (Lise),0.0,,0.0,54.0,750.0
65293039,Deney,Denizli,Kadin,1981.0,Meslek Yuksekokulu,0.0,,1.0,60.0,600.0
66922073,Deney,Ankara,,,,,,,,
65476032,Deney,Eskisehir,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,0.0,40.0,2400.0
66922056,Deney,Ankara,Kadin,1983.0,Meslek Yuksekokulu,0.0,,1.0,48.0,565.0
63066021,Kontrol,Istanbul,Erkek,1988.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0.0,48.0,9998.0
67573049,Deney,Istanbul,Erkek,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,56.0,660.0
64352004,Kontrol,Kocaeli,Kadin,1989.0,Lise (Lise),0.0,,1.0,56.0,500.0
64282006,Kontrol,Kocaeli,Kadin,1983.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,650.0
68405019,Kontrol,Istanbul,Kadin,1970.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67032040,Kontrol,Ankara,Kadin,1989.0,Lise (Lise),0.0,,0.0,84.0,400.0
67579042,Deney,Istanbul,Kadin,1992.0,Meslek Yuksekokulu,0.0,,,,
64337044,Deney,Kocaeli,Kadin,1969.0,Ilkokul (5 Yil),0.0,,,,
65042020,Kontrol,Erzurum,,,,,,,,
65358145,Deney,Mus,Kadin,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67826033,Deney,Istanbul,Erkek,1980.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0.0,40.0,650.0
65984042,Kontrol,Hatay,Kadin,1969.0,Ilkokul (5 Yil),0.0,,,,
67289024,Kontrol,Ankara,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64247015,Kontrol,Izmir,Kadin,1983.0,Lise (Lise),0.0,,1.0,56.0,600.0
67805010,Kontrol,Istanbul,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65358199,Deney,Mus,Kadin,1974.0,Ilkokul (5 Yil),0.0,,,,
64373035,Deney,Sakarya,Kadin,1964.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,12.0,300.0
66809048,Deney,Antalya,Kadin,1983.0,Meslek Yuksekokulu,1.0,0.0,1.0,50.0,670.0
65434018,Kontrol,Gaziantep,Kadin,1983.0,2 Yillik Yuksek Ogrenim,0.0,,,,
68304020,Kontrol,Hatay,Erkek,1976.0,Lise (Lise),0.0,,0.0,56.0,800.0
64431042,Deney,Kayseri,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,
65882001,Kontrol,Usak,Erkek,1982.0,Universite - Lisans Derecesi,0.0,,1.0,55.0,600.0
68304048,Kontrol,Hatay,Kadin,1988.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,,,
66922053,Deney,Ankara,,,,,,,,
68304011,Kontrol,Hatay,Erkek,1985.0,Lise (Lise),0.0,,,,
64209001,Kontrol,Manisa,Erkek,1989.0,Meslek Yuksekokulu,1.0,0.0,0.0,100.0,700.0
64068025,Kontrol,Elazig,Erkek,1973.0,Universite - Lisans Derecesi,0.0,,,,
66086014,Kontrol,Eskisehir,Kadin,1982.0,Universite - Lisans Derecesi,0.0,,0.0,40.0,500.0
61177010,Kontrol,Kayseri,Kadin,1981.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,48.0,1200.0
65358124,Deney,Mus,Kadin,1970.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65293021,Deney,Denizli,Erkek,1984.0,Lise (Lise),0.0,,1.0,60.0,750.0
67034048,Deney,Ankara,Kadin,1991.0,Lise (Lise),0.0,,,,
64356038,Deney,Kocaeli,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,48.0,750.0
64209036,Deney,Manisa,Erkek,1992.0,Meslek Yuksekokulu,0.0,,1.0,90.0,750.0
68097028,Kontrol,Ankara,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,78.0,530.0
65293014,Kontrol,Denizli,Kadin,1971.0,Ilkokul (5 Yil),0.0,,1.0,70.0,580.0
67842035,Deney,Istanbul,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,
68232037,Deney,Eskisehir,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,
68304094,Deney,Hatay,Erkek,1981.0,Universite - Lisans Derecesi,0.0,,,,
65043025,Kontrol,Erzurum,Kadin,1990.0,Lise (Lise),0.0,,,,
64298032,Deney,Manisa,Erkek,1989.0,Lise (Lise),0.0,,0.0,60.0,450.0
65240087,Deney,Kayseri,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,60.0,280.0
64284003,Kontrol,Izmir,,,,,,,,
68357049,Deney,Hatay,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,1.0,80.0,600.0
64356026,Deney,Kocaeli,Kadin,1990.0,Lise (Lise),0.0,,0.0,78.0,160.0
68096011,Kontrol,Ankara,Kadin,1983.0,Universite - Lisans Derecesi,0.0,,,,
64336035,Deney,Kocaeli,Kadin,1961.0,Ilkokul (5 Yil),0.0,,1.0,90.0,450.0
67577047,Deney,Istanbul,Kadin,1983.0,Lise (Lise),0.0,,1.0,12.0,630.0
65043007,Kontrol,Erzurum,Erkek,1990.0,Lise (Lise),0.0,,,,
64346010,Kontrol,Kocaeli,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,,,
65436019,Deney,Tekirdag,,,,,,,,
65179026,Deney,Duzce,Erkek,1994.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64338027,Deney,Kocaeli,Erkek,1991.0,Lise (Lise),0.0,,,,
64298049,Deney,Manisa,,,,,,,,
68097070,Deney,Ankara,Kadin,1977.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,450.0
65753017,Kontrol,Eskisehir,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,0.0,50.0,450.0
67577012,Kontrol,Istanbul,Erkek,1982.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,50.0,800.0
68097023,Kontrol,Ankara,Kadin,1972.0,Meslek Yuksekokulu,0.0,,1.0,60.0,200.0
65687032,Deney,Gaziantep,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65476005,Kontrol,Eskisehir,,,,,,,,
67579036,Deney,Istanbul,,,,,,,,
64068004,Kontrol,Elazig,Kadin,1973.0,Lise (Lise),0.0,,,,
67826013,Kontrol,Istanbul,Erkek,1973.0,Lise (Lise),0.0,,1.0,48.0,1250.0
65240116,Deney,Kayseri,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65240065,Deney,Kayseri,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65984053,Kontrol,Hatay,Kadin,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67845010,Kontrol,Istanbul,,,,,,,,
67034015,Kontrol,Ankara,Kadin,1991.0,Meslek Yuksekokulu,0.0,,0.0,60.0,550.0
66451004,Kontrol,Diyarbakir,Kadin,1985.0,Lise (Lise),0.0,,,,
64354013,Kontrol,Kocaeli,Erkek,1981.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,1600.0
67842017,Kontrol,Istanbul,Erkek,1981.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,1.0,72.0,1000.0
